Český Těšín,10.0
Litoměřice,4.598234253304161
Litvínov,1.8356750151658217
Hodonín,1.1396137531204846
Havlíčkŭv Brod,0.38460774701249395
Břeclav,0.3707853606047291
Nový Jičín,0.19512026226893114
Chrudim,0.18170842117727373
Krnov,0.17033332583641964
Sokolov,0.04585076096656174
Uherské Hradiště,0.021494935109502233
Strakonice,0.002247623663447779
Šumperk,0.0014356290982102046
Valašské Meziříčí,0.00044828118713817857
Klatovy,0.00042597081623422817
Vsetín,0.0002186007395808808
Kopřivnice,2.9910684886062753e-05
Břevnov,1.514616497886806e-05
Jindřichŭv Hradec,2.390011048029872e-06
Líšeň,1.1514813450525108e-06
Kutná Hora,4.456756775321318e-07
Vyškov,2.154081001158356e-07
Žďár nad Sázavou,8.797327763420842e-08
Bohumín,3.904186304336396e-08
Blansko,3.868874728687207e-08
Beroun,9.364116417332752e-09
Náchod,2.570761748910873e-09
Mělník,1.624293742629536e-09
Orlová,1.046648572655105e-09
Kroměříž,9.246223275792528e-10
Brandýs nad Labem-Stará Boleslav,8.395431783591254e-10
Jirkov,3.431965166809647e-10
Žatec,7.775789293001216e-11
Kralupy nad Vltavou,2.1580173952552456e-11
Louny,6.46535024444637e-12
Kadaň,5.9518579254949465e-12
Trutnov,2.1492762458144735e-12
Hranice,1.9532840422753785e-12
Otrokovice,8.97206251400305e-13
Písek,5.095780558055348e-13
Bílina,1.766412060275401e-13
Benešov,6.787817055815641e-14
Svitavy,3.6008754054782414e-14
Jičín,3.086045874002001e-14
Ostrov,2.56691028102712e-14
Uherský Brod,1.9990083312353858e-14
Rožnov pod Radhoštěm,1.3540975831471542e-14
Říčany,9.66328975602848e-15
Neratovice,8.866818764832544e-15
Pelhřimov,6.118038519184619e-15
Slaný,6.082319243155867e-15
Bruntál,4.5184839492936296e-15
Cheb,4.208023163149271e-15
Rakovník,2.1690709028463575e-15
Příbram,1.6517661753298686e-15
Dvůr Králové nad Labem,1.3041893232449219e-15
Kolín,8.431435078914246e-16
Česká Třebová,7.423158149623419e-16
Varnsdorf,4.936661649861736e-16
Nymburk,4.792191079224955e-16
Poděbrady,9.001275450189661e-17
Turnov,7.380651326568167e-17
Klášterec nad Ohří,6.910122953508291e-17
Rokycany,6.059796057899119e-17
Ústí nad Orlicí,4.668279545798462e-17
Znojmo,2.9839501776248055e-17
Hlučín,1.7311936295139133e-17
Tábor,1.2958949145280477e-17
Zábřeh,7.964296001101847e-18
Šternberk,6.436202130300496e-18
Aš,3.3517228584991694e-18
Chodov,3.231778158382881e-18
Tachov,3.1091973388147303e-18
Třinec,2.7974420576194245e-18
Český Krumlov,1.6423991903480777e-18
Roudnice nad Labem,1.5780604466706075e-18
Mariánské Lázně,1.5163293261161314e-18
Třebíč,1.3410558579269751e-18
Krupka,9.664197425485155e-19
Jaroměř,5.96948537874932e-19
Čelákovice,5.586514968945463e-19
Vrchlabí,5.53898845180795e-19
Vysoké Mýto,5.284981311699782e-19
Milovice,5.086151571165867e-19
Boskovice,1.7081883729146758e-19
Nový Bor,1.2746393837509868e-19
Holešov,1.1001762450374217e-19
Vlašim,1.0718045294781154e-19
Velké Meziříčí,9.812834953927007e-20
Uničov,6.983489895560326e-20
Kyjov,4.943196446816162e-20
Domažlice,4.493451368393187e-20
Kuřim,4.198378714400455e-20
Jeseník,3.855734181957247e-20
Humpolec,3.8408676452721166e-20
Sušice,3.7097151316426375e-20
Rumburk,3.343455533283589e-20
Rychnov nad Kněžnou,3.3178648058293585e-20
Veselí nad Moravou,2.782170710840083e-20
Frenštát pod Radhoštěm,2.5731806860754762e-20
Prachatice,2.296285066618719e-20
Česká Lípa,1.4008531313324608e-20
Čáslav,1.1805982315300894e-20
Litomyšl,9.645787968995286e-21
Nové Město na Moravě,6.308848279016116e-21
Jesenice,6.207550020032238e-21
Králŭv Dvŭr,5.604068279465924e-21
Frýdlant nad Ostravicí,5.46539827820022e-21
Přelouč,4.989694936233889e-21
Ivančice,4.806529024645753e-21
Lysá nad Labem,4.565008739663076e-21
Lanškroun,4.366939626830432e-21
Moravská Třebová,4.328410203677321e-21
Litovel,3.357924970795318e-21
Hlinsko,3.081837108550107e-21
Studénka,2.432573110560063e-21
Nové Město nad Metují,1.8820343000021704e-21
Tišnov,1.727797976411458e-21
Mohelnice,1.6927781886471779e-21
Chotěboř,1.307976843616116e-21
Nová Paka,1.184255570207304e-21
Hostivice,9.575282894551268e-22
Mnichovo Hradiště,8.680615571579315e-22
Dobříš,8.259533413835323e-22
Polička,7.990679354474588e-22
Roztoky,7.667375890370254e-22
Lovosice,6.855108801532283e-22
Choceň,5.533038308929609e-22
Štětí,5.533038308929609e-22
Duchcov,5.515050883467239e-22
Hořice,4.374586423661371e-22
Příbor,4.297720566397369e-22
Červený Kostelec,3.6837683224405404e-22
Semily,3.5620993486083706e-22
Milevsko,2.9148940487550146e-22
Třeboň,2.757809942310845e-22
Bystřice pod Hostýnem,2.667820096841307e-22
Rýmařov,2.4734371692859367e-22
Bystřice nad Pernštejnem,2.117728280419304e-22
Lipník nad Bečvou,2.0239629492115344e-22
Týn nad Vltavou,1.8263490529236986e-22
Dubí,1.6184741304046514e-22
Nejdek,1.5716794927869152e-22
Hrádek nad Nisou,1.4641385315375186e-22
Šlapanice,1.374755643700036e-22
Stříbro,1.3414360869869955e-22
Benátky nad Jizerou,1.130569002426755e-22
Rychvald,1.1254214203310836e-22
