Dračevo,10.0
Struga,1.0141054921249406e-05
Radoviš,2.4535799670465576e-06
Gevgelija,2.832523817101048e-07
Kičevo,1.1300469987343284e-07
Debar,4.652289775547121e-09
Kriva Palanka,4.6045936741816666e-09
Kočani,1.300812587752798e-09
Sveti Nikole,3.1806512174580976e-10
Negotino,7.661511810034458e-11
Delčevo,5.544916182685378e-13
Vinica,1.1544061771046744e-13
Probištip,1.0567268896179978e-13
Radišani,2.4225699672644756e-15
Aračinovo,7.574378667768366e-17
Berovo,4.363992561614924e-17
Kratovo,3.8115052261639374e-17
Čegrane,2.816567712215877e-17
Gostivar,2.447767938203768e-17
Bogovinje,1.3904471075769753e-17
Bogdanci,8.5523151937964e-18
Labuništa,7.337348607936707e-18
Velešta,6.2316794881056105e-18
Studeničani,5.773070306054424e-18
Sopište,4.0047186234078725e-18
Kruševo,3.721500595398291e-18
Batinci,2.9816847831574056e-18
Čelopek,2.6487408715316655e-18
Vrapčište,1.419042487326225e-18
Valandovo,7.530159022215074e-19
Želino,4.68666023330293e-19
Tearce,4.037353318920241e-19
Kavadarci,2.922114923598232e-19
Makedonski Brod,2.7977888225167287e-19
Demir Kapija,1.7471387114685158e-19
Pehčevo,1.4161062769081976e-19
Brvenica,9.303327520571967e-20
Novo Selo,8.287364162154464e-20
Vevčani,7.071160969839614e-20
Petrovec,6.657324722159378e-20
Lipkovo,6.530671736184729e-20
Demir Hisar,6.118663179645933e-20
Rosoman,5.822076140043632e-20
Plasnica,5.526519182413294e-20
Mogila,5.505521833905557e-20
Krivogaštani,4.671631023004799e-20
Zrnovci,4.3217627910023907e-20
Gradsko,3.819074213216817e-20
Vasilevo,3.611278005725176e-20
Bosilovo,2.1615353299266805e-20
Staro Nagoričane,1.6461305709774137e-20
Rankovce,1.484476132394735e-20
Novaci,1.4225561041461917e-20
Konče,1.3098131301007357e-20
Obleševo,1.1553082254525804e-20
Belčišta,1.1220547173521137e-20
Jegunovce,1.1103315948043032e-20
Lozovo,8.457690354577709e-21
Dolneni,7.903977188734495e-21
Rostuša,7.654692949648416e-21
Centar Župa,7.050975511930916e-21
Zelenikovo,6.822183192043872e-21
Čučer-Sandevo,6.6765389428179284e-21
Karbinci,6.105213538157199e-21
Resen,4.315726137399291e-21
Star Dojran,4.315726137399291e-21
Ilinden,4.315726137399291e-21
Makedonska Kamenica,4.315726137399291e-21
Štip,8.778658126845571e-22
Veles,8.228246104477557e-22
Strumica,2.172951684767667e-22
Ohrid,1.0107166095850679e-25
Prilep,8.759312474113144e-28
Kumanovo,1.823680863224044e-28
Bitola,6.040366613676532e-29
Tetovo,5.3855074872952194e-33
Skopje,4.3515599066727715e-36
