Gitega,10.0
Ngozi,0.023616700204049813
Gitega,1.5829308817062088e-14
Kayanza,3.879497894767188e-15
Bubanza,7.623285462812584e-16
Gatumba,1.2851852849676314e-18
Karuzi,6.802641474896728e-19
Kirundo,4.458077153484727e-19
Muyinga,3.462921691928696e-19
Makamba,3.046145969929737e-19
Ruyigi,8.279365414478629e-20
Rutana,4.1410389688457514e-20
Muramvya,3.3389793612950974e-20
Bururi,2.0113503298927838e-20
Rumonge,1.3098436026673033e-20
Cibitoke,1.3098436026673033e-20
Cankuzo,1.3098436026673033e-20
Isale,1.3098436026673033e-20
Bujumbura,7.211708392035326e-33
